"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"GPC5","GPC5",0,3.51882527044044,0.91,0.326,0,"1"
"RYR3","RYR3",0,3.36859573806807,0.803,0.123,0,"1"
"RNF219-AS1","RNF219-AS1",0,3.3342716240892,0.685,0.027,0,"1"
"DTNA","DTNA",0,3.10019386465068,0.944,0.562,0,"1"
"TPD52L1","TPD52L1",0,3.06133038142874,0.741,0.095,0,"1"
"GLIS3","GLIS3",0,3.05721888389713,0.805,0.15,0,"1"
"PITPNC1","PITPNC1",0,3.03006330619363,0.874,0.273,0,"1"
"BMPR1B","BMPR1B",0,2.8764445052636,0.661,0.088,0,"1"
"SLC1A3","SLC1A3",0,2.85469369859217,0.876,0.308,0,"1"
"RFX4","RFX4",0,2.8280769033805,0.654,0.036,0,"1"
"RANBP3L","RANBP3L",0,2.70550953138266,0.605,0.03,0,"1"
"HPSE2","HPSE2",0,2.6597028029639,0.552,0.071,0,"1"
"GNA14","GNA14",0,2.64781503764401,0.485,0.034,0,"1"
"SLC4A4","SLC4A4",0,2.64606517630456,0.643,0.144,0,"1"
"GJA1","GJA1",0,2.59529478935648,0.618,0.054,0,"1"
"FAM189A2","FAM189A2",0,2.57903055315197,0.508,0.024,0,"1"
"ADCY2","ADCY2",0,2.56758948695251,0.87,0.435,0,"1"
"GFAP","GFAP",0,2.54606673564398,0.787,0.214,0,"1"
"PARD3","PARD3",0,2.51047756828682,0.834,0.222,0,"1"
"TRPM3","TRPM3",0,2.49497546828452,0.73,0.202,0,"1"
"HIF3A","HIF3A",0,2.48883850792687,0.758,0.128,0,"1"
"FGFR3","FGFR3",0,2.42631863696111,0.594,0.046,0,"1"
"SLC14A1","SLC14A1",0,2.40353556563719,0.503,0.015,0,"1"
"GPM6A","GPM6A",0,2.39964175526961,0.96,0.63,0,"1"
"ZNF98","ZNF98",0,2.39171478482251,0.487,0.031,0,"1"
"LINC00499","LINC00499",0,2.38678274050322,0.472,0.012,0,"1"
"PARD3B","PARD3B",0,2.38251323026303,0.736,0.153,0,"1"
"AQP4","AQP4",0,2.36350756297302,0.587,0.05,0,"1"
"ZNRF3","ZNRF3",0,2.36313196203595,0.658,0.195,0,"1"
"NKAIN3","NKAIN3",0,2.33149646948373,0.702,0.157,0,"1"
"LRIG1","LRIG1",0,2.32853671898725,0.569,0.118,0,"1"
"SDC4","SDC4",0,2.2476438240879,0.527,0.027,0,"1"
"NPAS31","NPAS3",0,2.24011856827979,0.978,0.691,0,"1"
"STON2","STON2",0,2.21852250325055,0.531,0.025,0,"1"
"CABLES1","CABLES1",0,2.19639390203815,0.549,0.125,0,"1"
"CACHD1","CACHD1",0,2.17664469074624,0.549,0.128,0,"1"
"RGS20","RGS20",0,2.16659011987933,0.469,0.023,0,"1"
"SORBS1","SORBS1",0,2.15329529756377,0.874,0.492,0,"1"
"MSI2","MSI2",0,2.15223652332381,0.803,0.377,0,"1"
"AHCYL1","AHCYL1",0,2.149285466874,0.684,0.232,0,"1"
"SLC25A18","SLC25A18",0,2.11565852069454,0.525,0.047,0,"1"
"SLC7A11","SLC7A11",0,2.08586345510021,0.473,0.05,0,"1"
"AL589740.1","AL589740.1",0,2.07165158575601,0.751,0.315,0,"1"
"COL5A3","COL5A3",0,2.07133656051793,0.536,0.077,0,"1"
"ALDH1L1","ALDH1L1",0,2.03802371328893,0.483,0.036,0,"1"
"SHROOM3","SHROOM3",0,2.03437932309962,0.483,0.08,0,"1"
"PREX2","PREX2",0,2.0326111539791,0.646,0.2,0,"1"
"RORA","RORA",0,2.0269969682482,0.949,0.647,0,"1"
"ITPKB1","ITPKB",0,2.0265410811941,0.636,0.144,0,"1"
"MGST1","MGST1",0,2.02425737942021,0.5,0.081,0,"1"
"SPON1","SPON1",0,2.01689080334526,0.472,0.043,0,"1"
"MACF1","MACF1",0,2.00365186578602,0.881,0.664,0,"1"
"ARHGEF26","ARHGEF26",0,1.99820809742942,0.495,0.041,0,"1"
"ACSS3","ACSS3",0,1.99191567625867,0.492,0.051,0,"1"
"TCF7L2","TCF7L2",0,1.97344108830009,0.61,0.196,0,"1"
"TNIK","TNIK",0,1.94501274002284,0.812,0.476,0,"1"
"PLSCR4","PLSCR4",0,1.90489619662841,0.462,0.05,0,"1"
"CTNNA2","CTNNA2",0,1.90308133571253,0.97,0.669,0,"1"
"F3","F3",0,1.89302396055115,0.366,0.019,0,"1"
"AC002429.2","AC002429.2",0,1.88888057719573,0.324,0.022,0,"1"
"LINC01748","LINC01748",0,1.86660406591695,0.458,0.052,0,"1"
"GRAMD2B","GRAMD2B",0,1.86011601433282,0.545,0.129,0,"1"
"NHSL1","NHSL1",0,1.85262288022907,0.618,0.088,0,"1"
"SOX5","SOX5",0,1.83099653659245,0.907,0.509,0,"1"
"STK33","STK33",0,1.82880747541462,0.444,0.041,0,"1"
"GLI3","GLI3",0,1.82663650277567,0.41,0.017,0,"1"
"EFEMP1","EFEMP1",0,1.82612739542483,0.375,0.021,0,"1"
"PRKG1","PRKG1",0,1.81026272957675,0.821,0.365,0,"1"
"FGF2","FGF2",0,1.80597197150958,0.445,0.052,0,"1"
"LINC00299","LINC00299",0,1.80074584291459,0.431,0.05,0,"1"
"ACSBG1","ACSBG1",0,1.80030357129447,0.401,0.019,0,"1"
"ATP1A2","ATP1A2",0,1.79532468224835,0.601,0.104,0,"1"
"NTM","NTM",0,1.78839582031008,0.887,0.607,0,"1"
"ACACB","ACACB",0,1.78317027970174,0.465,0.072,0,"1"
"NFIA1","NFIA",0,1.77320315948909,0.873,0.595,0,"1"
"ACSS1","ACSS1",0,1.74605882580444,0.493,0.074,0,"1"
"AC027117.2","AC027117.2",0,1.7439309131009,0.393,0.029,0,"1"
"SLCO1C1","SLCO1C1",0,1.72650974177651,0.395,0.01,0,"1"
"YAP1","YAP1",0,1.722946672688,0.427,0.033,0,"1"
"PRDM16","PRDM16",0,1.72237047561096,0.392,0.017,0,"1"
"EMX2OS","EMX2OS",0,1.69586512595095,0.395,0.014,0,"1"
"EYA2","EYA2",0,1.68845433876275,0.382,0.031,0,"1"
"ITGB4","ITGB4",0,1.68722072420983,0.412,0.03,0,"1"
"PAMR1","PAMR1",0,1.61877239279049,0.379,0.037,0,"1"
"ATP13A4","ATP13A4",0,1.61207181821309,0.48,0.091,0,"1"
"ADGRA3","ADGRA3",0,1.60988114141142,0.422,0.067,0,"1"
"MRVI1","MRVI1",0,1.60336883077204,0.364,0.008,0,"1"
"NPL","NPL",0,1.60312970709994,0.461,0.089,0,"1"
"LSAMP","LSAMP",0,1.59935633214456,0.989,0.835,0,"1"
"COLEC12","COLEC12",0,1.59754927516809,0.394,0.041,0,"1"
"AC099792.1","AC099792.1",0,1.55807604150411,0.351,0.023,0,"1"
"SOX9","SOX9",0,1.55544492061071,0.377,0.049,0,"1"
"GABRG1","GABRG1",0,1.54140588402554,0.353,0.046,0,"1"
"NEAT1","NEAT1",0,1.5320188154106,0.892,0.446,0,"1"
"ANGPTL4","ANGPTL4",0,1.51572313355422,0.354,0.03,0,"1"
"EMX2","EMX2",0,1.48952455180288,0.344,0.011,0,"1"
"AC091826.2","AC091826.2",0,1.4827927520118,0.354,0.044,0,"1"
"PTPRZ1","PTPRZ1",0,1.47661052393078,0.692,0.183,0,"1"
"SLC39A12","SLC39A12",0,1.45771663232614,0.319,0.01,0,"1"
"EYA1","EYA1",0,1.45115329197975,0.317,0.026,0,"1"
"ETNPPL","ETNPPL",0,1.43898992958676,0.3,0.009,0,"1"
"ABCC9","ABCC9",0,1.41296278693659,0.336,0.038,0,"1"
"GRIN2C","GRIN2C",0,1.41009366743432,0.332,0.013,0,"1"
"STOX1","STOX1",0,1.40358936495668,0.321,0.035,0,"1"
"GLI2","GLI2",0,1.36328805372223,0.294,0.006,0,"1"
"AL022068.1","AL022068.1",0,1.36253101438259,0.265,0.021,0,"1"
"MLC1","MLC1",0,1.35638808639178,0.329,0.017,0,"1"
"AGT","AGT",0,1.31667483234141,0.303,0.022,0,"1"
"PHF21B","PHF21B",0,1.30831668328734,0.335,0.034,0,"1"
"BBOX1","BBOX1",0,1.29312276785801,0.256,0.006,0,"1"
"PAPLN","PAPLN",0,1.28995225405785,0.301,0.006,0,"1"
"ARHGAP24","ARHGAP24",0,1.23780941472458,0.608,0.151,0,"1"
"F11-AS1","F11-AS1",0,1.20244804970327,0.268,0.016,0,"1"
"LINC00982","LINC00982",0,1.13812754877903,0.253,0.008,0,"1"
"OSMR-AS1","OSMR-AS1",0,1.09979837163976,0.259,0.02,0,"1"
"CDH201","CDH20",1.14567331366118e-307,1.82868696666544,0.862,0.46,2.8762128539464e-303,"1"
"PBXIP1","PBXIP1",1.60825502342039e-306,1.17280629832287,0.296,0.032,4.03752423629689e-302,"1"
"SCARA3","SCARA3",1.28277227705369e-304,1.24138725122656,0.284,0.03,3.22039980154328e-300,"1"
"PTCHD1-AS","PTCHD1-AS",2.52002031874284e-303,2.11150082739797,0.589,0.191,6.3265110102039e-299,"1"
"GRAMD1C","GRAMD1C",2.73299220291985e-303,1.55388670643925,0.427,0.084,6.86117692543027e-299,"1"
"SOX6","SOX6",4.10219922527502e-303,1.25140321411757,0.666,0.182,1.02985711550529e-298,"1"
"CADM11","CADM1",1.22358072066929e-301,1.76797049026023,0.859,0.66,3.07179939924026e-297,"1"
"WLS","WLS",1.82525378320096e-300,1.64364979391923,0.497,0.121,4.58229962272601e-296,"1"
"TRPS1","TRPS1",1.629869205973e-299,1.85690129752014,0.794,0.428,4.09178664159522e-295,"1"
"IQCA1","IQCA1",9.62439350772972e-297,1.74911787517447,0.426,0.09,2.41620399011555e-292,"1"
"CTNND2","CTNND2",1.07764415930371e-296,1.31244525890142,0.924,0.748,2.70542566193198e-292,"1"
"FAM107A","FAM107A",5.0068373153409e-295,1.67678651086482,0.546,0.142,1.25696650801633e-290,"1"
"ALDH1A1","ALDH1A1",5.18002147273083e-295,1.50440257273205,0.284,0.032,1.30044439072907e-290,"1"
"FOXO11","FOXO1",1.31530921111868e-293,1.70046791917477,0.589,0.175,3.30208377451346e-289,"1"
"FMN2","FMN2",3.57173648478622e-292,1.74803271408436,0.785,0.481,8.9668444450558e-288,"1"
"DST1","DST",2.57254227551841e-287,1.55455326308655,0.905,0.815,6.45836738268897e-283,"1"
"APOE","APOE",1.97897752669582e-285,1.98309487225632,0.535,0.149,4.96822308076986e-281,"1"
"AF279873.3","AF279873.3",8.32955542282994e-285,1.78029715768873,0.35,0.058,2.09113488890146e-280,"1"
"NRG3","NRG3",1.87164145334101e-284,1.14972398837205,0.976,0.672,4.69875586861261e-280,"1"
"CLU","CLU",1.29285832678401e-282,1.86380594514067,0.794,0.499,3.24572082939126e-278,"1"
"CARMIL1","CARMIL1",4.94773033829139e-281,1.8340560148547,0.684,0.303,1.24212770142805e-276,"1"
"NEBL","NEBL",7.94757133938549e-281,1.73996316877727,0.817,0.503,1.99523778475273e-276,"1"
"AHNAK","AHNAK",1.40443551091837e-280,1.1804550368572,0.362,0.056,3.52583535016056e-276,"1"
"ZBTB201","ZBTB20",5.23568361115042e-277,1.31175432613205,0.929,0.658,1.31441837057931e-272,"1"
"MTSS1L","MTSS1L",1.59468774857299e-276,1.70536621350164,0.564,0.177,4.00346359279249e-272,"1"
"ASPH","ASPH",7.81073669715567e-276,1.98455319112612,0.692,0.353,1.96088544782093e-271,"1"
"MIR99AHG","MIR99AHG",5.65656352826939e-275,1.34836579783658,0.904,0.712,1.42008027377203e-270,"1"
"TGFB2","TGFB2",1.7357513902911e-272,1.57937094583108,0.371,0.069,4.35760386532579e-268,"1"
"CRB1","CRB1",5.2139882753123e-272,1.73528804498202,0.585,0.194,1.30897175651715e-267,"1"
"CDC14A","CDC14A",2.83541789025455e-264,1.31039288017892,0.324,0.049,7.11831661348405e-260,"1"
"ACOT11","ACOT11",1.38006179490562e-259,1.43670098007029,0.337,0.058,3.46464513611055e-255,"1"
"SAMD4A","SAMD4A",9.36947295054443e-256,2.15829215753794,0.611,0.251,2.35220618423418e-251,"1"
"MAML2","MAML2",7.72055093273499e-255,1.46876038417175,0.774,0.38,1.93824431166312e-250,"1"
"CST3","CST3",1.61511237883909e-252,1.64310010263772,0.539,0.162,4.05473962707553e-248,"1"
"TTYH1","TTYH1",6.2079395160463e-250,1.63013959369498,0.539,0.174,1.55850321550342e-245,"1"
"NOTCH2","NOTCH2",6.33996872227097e-250,1.28282887267634,0.354,0.065,1.59164914772613e-245,"1"
"ATP1B2","ATP1B2",1.16663504039181e-248,2.02242280167521,0.49,0.15,2.92883726890363e-244,"1"
"GPR37L1","GPR37L1",1.30765280033609e-247,1.41224314449646,0.393,0.083,3.28286235524374e-243,"1"
"FBXL71","FBXL7",4.30973735829091e-246,1.4023347551754,0.751,0.327,1.08195956379893e-241,"1"
"SFXN5","SFXN5",6.19259510879448e-245,1.77435720432241,0.561,0.206,1.55465100206285e-240,"1"
"FYN","FYN",3.52541424298244e-242,1.67404742838867,0.752,0.455,8.85055245700742e-238,"1"
"GABRB1","GABRB1",7.72312291381869e-241,1.53009622424619,0.8,0.498,1.93889000751418e-236,"1"
"CPE","CPE",1.51713207603699e-239,1.76386343527608,0.706,0.386,3.80876007689087e-235,"1"
"AC092691.1","AC092691.1",2.14159422733222e-239,1.43105757624125,0.86,0.563,5.37647230771755e-235,"1"
"C1orf61","C1orf61",4.66498496624746e-238,1.4779064372647,0.512,0.155,1.17114447577643e-233,"1"
"C4orf19","C4orf19",1.04065054662734e-237,1.20620504447084,0.267,0.036,2.61255319730793e-233,"1"
"RHOBTB3","RHOBTB3",1.12765644423125e-235,1.63018895157756,0.564,0.2,2.83098150324256e-231,"1"
"NDRG21","NDRG2",1.37669577443257e-235,1.51292272023673,0.659,0.254,3.45619474171297e-231,"1"
"TP53BP2","TP53BP2",3.14707722090131e-235,1.14317586680677,0.319,0.055,7.90073736307274e-231,"1"
"SLC7A2","SLC7A2",7.21335720262334e-235,1.3793228812175,0.281,0.042,1.81091332571859e-230,"1"
"SLC6A11","SLC6A11",1.23060049845857e-234,1.59604588382121,0.376,0.086,3.08942255138023e-230,"1"
"IGFBP7","IGFBP7",1.5206668207885e-232,1.04245528916794,0.317,0.051,3.81763405358952e-228,"1"
"PSD2","PSD2",2.32595008246004e-230,1.29464957601357,0.311,0.054,5.83929768201593e-226,"1"
"PRKCA","PRKCA",2.53955698452943e-227,1.47450986915411,0.786,0.533,6.37555780966114e-223,"1"
"CNN3","CNN3",8.52860013899632e-227,1.37655491340705,0.444,0.12,2.14110506489503e-222,"1"
"AHCYL2","AHCYL2",8.11120917065166e-226,1.82367480105342,0.654,0.324,2.0363190622921e-221,"1"
"DNAH7","DNAH7",8.36328580991659e-226,1.81335730722006,0.497,0.17,2.09960290257956e-221,"1"
"LINC00511","LINC00511",1.45642235719099e-224,1.39117038457141,0.455,0.126,3.65634832772799e-220,"1"
"MERTK","MERTK",4.2482080603062e-219,1.15232448427845,0.395,0.089,1.06651263353987e-214,"1"
"NTRK2","NTRK2",8.53840158248557e-219,1.41704445182617,0.858,0.629,2.143565717283e-214,"1"
"BCL6","BCL6",6.7922346895867e-215,1.35769435439972,0.451,0.127,1.70519051882074e-210,"1"
"GLUL1","GLUL",4.9450041094013e-214,1.74927127628501,0.618,0.273,1.2414432816652e-209,"1"
"PCSK5","PCSK5",4.51793519595643e-213,1.295996408691,0.438,0.117,1.13422763094486e-208,"1"
"TULP3","TULP3",7.68218577202697e-212,1.24033829460626,0.344,0.073,1.92861273806737e-207,"1"
"PDLIM5","PDLIM5",1.67422879777299e-210,1.33069978221737,0.472,0.138,4.20315139680909e-206,"1"
"PALLD","PALLD",2.24033205097463e-210,1.65380415189318,0.531,0.202,5.62435361397182e-206,"1"
"CDHR3","CDHR3",1.50811193383199e-209,1.46932622044732,0.435,0.129,3.78611500988522e-205,"1"
"MEIS21","MEIS2",2.77439108667967e-207,1.47790591482577,0.669,0.321,6.96510882310932e-203,"1"
"TMEM164","TMEM164",7.45470531669133e-207,1.5612113736489,0.375,0.096,1.87150376975536e-202,"1"
"PLXNB11","PLXNB1",7.88441047360173e-204,1.27179176819206,0.491,0.149,1.97938124939771e-199,"1"
"ZFP36L1","ZFP36L1",2.27307797222082e-202,1.19905827137055,0.439,0.116,5.70656224926036e-198,"1"
"ANKDD1A","ANKDD1A",6.77772360451314e-201,1.44479145594812,0.402,0.114,1.70154751091302e-196,"1"
"SERPINE2","SERPINE2",9.83732947134048e-196,1.50562912494219,0.507,0.187,2.46966156378003e-191,"1"
"DOCK4","DOCK4",4.00711905702821e-195,1.02616815642754,0.851,0.7,1.00598723926693e-190,"1"
"OPHN1","OPHN1",4.98581052063393e-194,1.46990006461016,0.635,0.314,1.25168773120515e-189,"1"
"ABLIM1","ABLIM1",1.69542246493008e-191,1.45931211115727,0.695,0.403,4.25635809820697e-187,"1"
"PON21","PON2",4.5293834627901e-191,1.13258417633373,0.463,0.136,1.13710171833345e-186,"1"
"LRRC3B","LRRC3B",1.50146121306983e-190,1.43561329740639,0.339,0.082,3.7694183754118e-186,"1"
"BCL2","BCL2",2.68897551037486e-188,1.53157414128265,0.609,0.284,6.75067301879608e-184,"1"
"SLC39A111","SLC39A11",3.21503018505688e-187,1.39792811778941,0.612,0.264,8.0713332795853e-183,"1"
"WWC1","WWC1",5.18471306605841e-187,1.426291208954,0.354,0.093,1.30162221523396e-182,"1"
"NCAN","NCAN",1.50965115065385e-186,1.35383717434377,0.347,0.088,3.78997921371648e-182,"1"
"MED12L","MED12L",1.69386734013422e-185,1.55967486124943,0.652,0.37,4.25245395740696e-181,"1"
"SNTA1","SNTA1",1.12181585762229e-179,1.36268072935594,0.333,0.082,2.81631871056075e-175,"1"
"LGR4","LGR4",1.95953899137096e-178,1.3933027199461,0.427,0.142,4.91942263783679e-174,"1"
"LIFR1","LIFR",2.13703967204992e-178,1.40997923000351,0.639,0.323,5.36503809668133e-174,"1"
"WWOX1","WWOX",9.97110534550499e-178,1.08243310219695,0.873,0.687,2.50324599698903e-173,"1"
"ARHGEF4","ARHGEF4",1.94805484813834e-175,1.7267126874283,0.556,0.257,4.89059169625131e-171,"1"
"MIR4300HG","MIR4300HG",5.02226699315059e-175,1.39291617922535,0.305,0.069,1.26084012863045e-170,"1"
"ITGA7","ITGA7",7.99809771037665e-171,1.12550757214547,0.317,0.077,2.00792243019006e-166,"1"
"PTCHD1","PTCHD1",6.71779529268287e-170,1.15310966216752,0.314,0.079,1.68650250822803e-165,"1"
"SASH11","SASH1",3.7628681085588e-168,1.39629308540217,0.618,0.298,9.44668038653686e-164,"1"
"KCNN3","KCNN3",9.1165560990705e-168,1.40876702069511,0.308,0.076,2.28871140867165e-163,"1"
"CHPT1","CHPT1",5.25132176031724e-167,1.45862653628785,0.555,0.265,1.31834432792764e-162,"1"
"AC108866.1","AC108866.1",1.01504317850456e-166,1.3376267254449,0.357,0.1,2.54826589963571e-162,"1"
"SLC15A2","SLC15A2",1.60649759769939e-166,1.06584599920205,0.304,0.072,4.03311221902431e-162,"1"
"DOCK7","DOCK7",1.85493779054357e-165,1.47387916893661,0.546,0.262,4.65682132315963e-161,"1"
"HEPACAM1","HEPACAM",1.09679091971276e-163,1.13779037160238,0.501,0.178,2.75349360393889e-159,"1"
"RFX2","RFX2",7.99280525269276e-163,1.20310433873942,0.289,0.067,2.00659375868852e-158,"1"
"PSD3","PSD3",3.19707151975858e-161,1.30566749262356,0.734,0.546,8.0262480503539e-157,"1"
"PRRX1","PRRX1",6.15266035689798e-161,1.01100545107739,0.285,0.063,1.54462538259924e-156,"1"
"LGI1","LGI1",1.32824869224368e-159,1.66407290656753,0.462,0.19,3.33456834187776e-155,"1"
"MICALL2","MICALL2",1.70074951949534e-159,1.33017861424569,0.421,0.144,4.26973166869305e-155,"1"
"ZHX3","ZHX3",2.69106848994224e-159,1.44236741626225,0.608,0.327,6.75592744399998e-155,"1"
"NBPF19","NBPF19",1.09417454590002e-158,1.15475529883301,0.28,0.064,2.74692519748199e-154,"1"
"LGI4","LGI4",2.98022846553503e-158,1.36209298458304,0.424,0.152,7.48186356272569e-154,"1"
"TBL1X","TBL1X",8.53632208319159e-158,1.11971158212625,0.399,0.122,2.14304365898525e-153,"1"
"MFHAS1","MFHAS1",8.80526195829015e-158,1.48256145780246,0.436,0.168,2.21056101462874e-153,"1"
"CACNB2","CACNB2",9.34238851798057e-155,1.47884711271278,0.684,0.442,2.34540663743902e-150,"1"
"TRAK1","TRAK1",1.12891424361407e-152,1.41021179085031,0.533,0.251,2.83413920859313e-148,"1"
"ECHDC2","ECHDC2",2.41498426131072e-152,1.15452435911236,0.337,0.096,6.06281798802055e-148,"1"
"ZFHX41","ZFHX4",2.63991068030708e-151,1.1360935575521,0.534,0.216,6.62749576291091e-147,"1"
"ANKFN1","ANKFN1",4.31805420097122e-151,1.20547177158458,0.304,0.078,1.08404750715383e-146,"1"
"DDAH1","DDAH1",1.96911372177203e-147,1.46476429039728,0.51,0.237,4.94345999850869e-143,"1"
"SYT17","SYT17",6.15147699069588e-147,1.24115756421769,0.392,0.134,1.5443282985142e-142,"1"
"GPT2","GPT2",6.86518692312555e-147,1.05565550806313,0.294,0.077,1.72350517705067e-142,"1"
"CNTNAP3B","CNTNAP3B",1.69321841009903e-145,1.32120440516376,0.437,0.166,4.25082481855362e-141,"1"
"FARP1","FARP1",1.49449137756681e-144,1.35061899568229,0.562,0.294,3.75192060338147e-140,"1"
"MAP3K5","MAP3K5",5.90029841951416e-143,1.32498121326315,0.616,0.359,1.48126991821903e-138,"1"
"LPP","LPP",3.44557106755888e-142,1.11310504574874,0.699,0.424,8.65010616510658e-138,"1"
"GOLIM4","GOLIM4",7.28789575918922e-142,1.0646120595389,0.389,0.127,1.82962623034445e-137,"1"
"METTL7A","METTL7A",3.12093436569424e-141,1.05103412112925,0.324,0.089,7.83510572507538e-137,"1"
"MCC","MCC",2.71967912960487e-140,1.1000717612178,0.371,0.12,6.82775445487303e-136,"1"
"MAPK4","MAPK4",2.40803577906946e-139,1.48409904483025,0.384,0.14,6.04537382335387e-135,"1"
"EGLN3","EGLN3",1.87876787449343e-138,1.14906392478709,0.329,0.096,4.71664674891576e-134,"1"
"GPR75-ASB3","GPR75-ASB3",2.62485005465481e-137,1.39087938032956,0.451,0.19,6.58968606221089e-133,"1"
"BCKDHB","BCKDHB",6.37803096431979e-137,1.34642102572689,0.566,0.298,1.60120467359248e-132,"1"
"SUCLG2-AS1","SUCLG2-AS1",6.08453866805936e-136,1.09745141086414,0.301,0.083,1.5275234326163e-131,"1"
"ABCA1","ABCA1",3.36175199346135e-135,1.07528346593028,0.328,0.096,8.43967837958472e-131,"1"
"DGKG","DGKG",1.12164169070548e-134,1.23944829590268,0.583,0.302,2.81588146451611e-130,"1"
"NRP1","NRP1",1.68501277401439e-133,1.51321514614243,0.371,0.133,4.23022456916312e-129,"1"
"PLPP3","PLPP3",1.31471209399782e-132,1.04161879469703,0.254,0.06,3.30058471198153e-128,"1"
"ZNF521","ZNF521",1.35529749632514e-132,1.08256688131159,0.355,0.113,3.40247436452425e-128,"1"
"BCAR3","BCAR3",2.19222911965815e-132,1.05127532544836,0.284,0.077,5.50359120490179e-128,"1"
"FUT9","FUT9",3.6472359770942e-130,1.24741175418258,0.698,0.477,9.156385920495e-126,"1"
"PTN1","PTN",1.54586290455887e-129,1.1112432600646,0.431,0.163,3.88088882189503e-125,"1"
"RPS6KA2","RPS6KA2",2.66521561251796e-125,1.16052103714186,0.723,0.529,6.69102379522634e-121,"1"
"CDH4","CDH4",6.46653113275171e-125,1.26472712111239,0.41,0.164,1.62342264087732e-120,"1"
"VAV3","VAV3",6.48098380732128e-125,1.19469251215739,0.275,0.077,1.62705098482801e-120,"1"
"PLOD2","PLOD2",6.7410241722511e-125,1.01665387259053,0.308,0.093,1.69233411844364e-120,"1"
"RAPGEF31","RAPGEF3",4.42290991387647e-124,1.09309786089933,0.39,0.139,1.11037153387869e-119,"1"
"RGMA","RGMA",7.22143844620292e-123,1.07121477111242,0.25,0.064,1.81294212191924e-118,"1"
"SEMA4B","SEMA4B",3.83414696632239e-122,1.04353314267391,0.321,0.106,9.62562595895237e-118,"1"
"KANK11","KANK1",2.58362719923449e-119,1.0399345186793,0.521,0.229,6.48619608367818e-115,"1"
"SLC18B1","SLC18B1",4.89257887490734e-118,1.07125945280627,0.345,0.124,1.22828192654549e-113,"1"
"APC","APC",1.1999724994957e-117,1.36144267102682,0.549,0.33,3.01253095998396e-113,"1"
"PDE7B","PDE7B",8.97160516206436e-115,1.06242526583763,0.502,0.238,2.25232147593626e-110,"1"
"AQP4-AS1","AQP4-AS1",1.44575257389445e-114,1.9029902599329,0.478,0.238,3.62956183676202e-110,"1"
"MAST4","MAST4",2.41580774343172e-113,1.1734573832081,0.657,0.462,6.06488533988534e-109,"1"
"FAM184A","FAM184A",3.37997138169178e-113,1.20891224120136,0.376,0.152,8.48541815373721e-109,"1"
"GLUD1","GLUD1",8.54660377774901e-113,1.16823954304202,0.447,0.206,2.14562487840389e-108,"1"
"CAMK2G","CAMK2G",5.57765436528434e-111,1.2247153269364,0.429,0.198,1.40027012840463e-106,"1"
"AC104596.1","AC104596.1",2.4121606104335e-107,1.04867182679409,0.366,0.142,6.05572921249331e-103,"1"
"DCLK2","DCLK2",2.61672033232287e-107,1.32181925477033,0.583,0.371,6.56927639429657e-103,"1"
"KCNMB2-AS1","KCNMB2-AS1",7.47025921766722e-107,1.17226190693631,0.308,0.106,1.87540857659536e-102,"1"
"NEO11","NEO1",4.93549476802307e-103,1.27899695500487,0.596,0.409,1.23905596151219e-98,"1"
"ADD31","ADD3",9.47246308770343e-101,1.10216378327301,0.632,0.45,2.37806185816795e-96,"1"
"MAOB","MAOB",1.30607948435908e-100,1.32115740355831,0.349,0.146,3.27891254548347e-96,"1"
"CKB","CKB",7.26607360199279e-100,1.05865695218262,0.679,0.514,1.82414777778029e-95,"1"
"ITM2C","ITM2C",1.7549379301571e-97,1.1430998651777,0.358,0.149,4.40577167365941e-93,"1"
"METRN","METRN",9.41048131067353e-94,1.02891261653643,0.357,0.144,2.36250133304459e-89,"1"
"ADCY8","ADCY8",1.34708805511912e-93,1.11673702216813,0.352,0.144,3.38186456237654e-89,"1"
"RNF19A","RNF19A",7.67282190335382e-93,1.29478549794619,0.493,0.284,1.92626193883698e-88,"1"
"COL21A1","COL21A1",1.3562739530239e-92,1.24220319603262,0.252,0.081,3.40492575906651e-88,"1"
"TEAD1","TEAD1",5.69419059108849e-92,1.12353934847849,0.507,0.295,1.42952654789276e-87,"1"
"NAT8L","NAT8L",3.91090040615081e-91,1.2142863763494,0.442,0.233,9.81831546964161e-87,"1"
"ZMAT1","ZMAT1",1.83348392142236e-90,1.03222943871256,0.416,0.197,4.60296138473085e-86,"1"
"FNBP11","FNBP1",1.96198761182003e-87,1.00071170514551,0.592,0.379,4.92556989947418e-83,"1"
"NT5C2","NT5C2",4.62512317370912e-86,1.11846916808616,0.507,0.312,1.16113717275967e-81,"1"
"PDZRN3","PDZRN3",4.41773927702074e-83,1.12179975162885,0.543,0.342,1.10907344549606e-78,"1"
"MRAS","MRAS",8.91896045323663e-82,1.04459918939572,0.297,0.12,2.23910502178506e-77,"1"
"PDE4DIP","PDE4DIP",2.87946882501976e-81,1.07356837284915,0.736,0.584,7.22890648521212e-77,"1"
"GAN","GAN",5.78351529238953e-80,1.03523946245111,0.337,0.15,1.45195151415439e-75,"1"
"BAALC","BAALC",3.67119274508879e-78,1.1129417120662,0.413,0.222,9.2165293865454e-74,"1"
"HSPB1","HSPB1",3.07387911226691e-76,1.19047205786809,0.351,0.162,7.71697351134607e-72,"1"
