"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LAMTOR2",-1.05688486874282,5.98802664902731,-5.57257386531163,1.01412671016623e-07,1.18260171829023e-06,7.27582576708407
"DMAP1",-1.47072850473833,6.28392452576753,-5.56796008634481,1.03694587302735e-07,1.2066127286624e-06,7.2543711464019
"EXOSC5",-1.19292017076302,5.91306882223008,-5.54860948983952,1.13823668113495e-07,1.31318675173027e-06,7.16451979810273
"RPP40",-1.01757619173839,7.41294892277886,-5.54487642561938,1.15886013514402e-07,1.33484660779488e-06,7.14721035227625
"ACTRT3",-1.14124161942549,4.80084266791442,-5.51844881066278,1.31566249709617e-07,1.49251981256311e-06,7.02489770493714
"THEM6",-1.28235417256552,5.10185917991264,-5.51045243860681,1.36706091994481e-07,1.54346737337877e-06,6.98796728803736
"SPHKAP",-1.61093605303083,8.73464817663077,-5.50138487135531,1.42771781907296e-07,1.60525593831905e-06,6.94613392103761
"EPDR1",-1.08547931857666,9.5698365936036,-5.49971710620994,1.43915671961244e-07,1.61560076532957e-06,6.93844478692756
"PNMAL2",-1.31243180459954,7.94515494936319,-5.47708511252485,1.60351488349683e-07,1.78621989722859e-06,6.83425913668197
"YJEFN3",-1.12505201153293,7.24663408345221,-5.46508711639776,1.6979347169237e-07,1.87787417236888e-06,6.7791462856226
"LOC729870",-1.1805549127215,4.64254807335154,-5.45983934069415,1.74091809053557e-07,1.92246717238898e-06,6.75506670958096
"ANKRD34C",-1.11000054705927,7.25173292982434,-5.45575284345558,1.77512314778322e-07,1.95525390464119e-06,6.73632671320949
"NPTX2",-1.01993618164324,8.28732688318656,-5.45234019834901,1.80418951088326e-07,1.98525019604557e-06,6.72068428944899
"SCO1",-1.24955166676849,4.79562818584188,-5.43395326709463,1.96896600361524e-07,2.14261099539136e-06,6.63652082728539
"ZNF780A",-1.04471081512752,4.31420551798479,-5.42278214949504,2.07615067165729e-07,2.24682872537425e-06,6.58548252021436
"RBP4",-1.24228357268133,6.62085048710558,-5.3991786932655,2.32166653457274e-07,2.48643366993931e-06,6.47788272891718
"NME7",-1.01076058517594,10.9047866941618,-5.38194807912219,2.51854368415534e-07,2.67086500883368e-06,6.39954008546164
"CHAF1B",-1.12205610986549,5.06160329887845,-5.3572130087643,2.8298824813804e-07,2.96187071697885e-06,6.28738149218188
"RP4-758J24.5",-1.12004899543441,7.43988037764136,-5.33978111576617,3.07150915070851e-07,3.18094359916751e-06,6.20855495977466
"LRRC4",-1.23392812626453,6.73515763463172,-5.32425792577288,3.3035143044716e-07,3.39362439579376e-06,6.13851081460135
"NEUROD6",-1.2087174338334,7.70517726497943,-5.32346418274299,3.31582528004919e-07,3.40368869038524e-06,6.13493310494921
"SYAP1",-1.20838916569341,6.23821266837106,-5.29169498276684,3.84699346498072e-07,3.88375960299102e-06,5.9920444690739
"EIF3G",-1.03007121289571,8.52037865306688,-5.28007992790188,4.06117454193589e-07,4.06963140701627e-06,5.93995355930265
"PODXL2",-1.13134921070274,5.99451412456906,-5.22695245704339,5.19817654194576e-07,5.08430501426537e-06,5.70272060970086
"TTLL1",-1.02432645865453,6.60586649866445,-5.20351613194428,5.79316255050724e-07,5.58552693816716e-06,5.59861042675959
"SLC39A10",-1.2116319281093,9.72876960990961,-5.19383901695911,6.05771625235245e-07,5.80955914281188e-06,5.55571938732523
"NECAB1",-1.1738741490156,6.48925836868115,-5.19038631188384,6.15492166559253e-07,5.89234432663158e-06,5.5404300431586
"WDR46",-1.33505396890394,5.56560281624258,-5.17839271408239,6.50451312102986e-07,6.17244660981164e-06,5.48737613965431
"HBQ1",-1.03558394823744,3.19009394473555,-5.15896172266075,7.11226173679972e-07,6.67603068532284e-06,5.40160911802043
"ANKRD39",-1.03507933741827,6.26312661148793,-5.15620863986869,7.20271731404812e-07,6.75508200241282e-06,5.38947588241906
"NELL2",-1.14790997776983,11.9854104989564,-5.14297292642131,7.65343950885771e-07,7.13760691491446e-06,5.33120903061669
"PCDHAC2",-1.20806555231264,3.53003164285718,-5.13645755962931,7.8852652340095e-07,7.31599908493898e-06,5.30256628585018
"LRRC75A",-1.1160695392426,5.56503613286527,-5.11083822074944,8.86483124844038e-07,8.1136061151723e-06,5.19019236942659
"OR7E47P",-1.0963160505674,4.78299002923004,-5.10715278486509,9.01513483733203e-07,8.24072371897108e-06,5.17406028360264
"PLK2",-1.22439574067104,9.27469972303233,-5.09730369186075,9.42906484790932e-07,8.58286672053284e-06,5.13098952887921
"UBE2S",-1.1507644076684,5.03794015330232,-5.09480200743166,9.5371096199736e-07,8.66664325726095e-06,5.12005905579155
"NELL1",-1.1302759777866,6.6396333000517,-5.07650837772182,1.03645724280366e-06,9.32079800370153e-06,5.04024766821705
"COG7",-1.13617429117321,5.31830403700912,-5.04234178518833,1.21006363463523e-06,1.0699848104543e-05,4.89174347059267
"ZNF222",-1.25619042456806,5.29653789998969,-5.01923355373728,1.34315269021032e-06,1.17329453434871e-05,4.79171786851253
"CRYBA2",-1.07027269212535,3.1222972337215,-5.01309885164172,1.38080626243908e-06,1.20230637768871e-05,4.7652196743027
"ZNF596",-1.02901280182322,5.19238025699687,-5.00854120671628,1.40944137695411e-06,1.22477740842461e-05,4.74554873446947
"PRKAG1",-1.03749266521512,5.95422771074328,-4.98003692195417,1.60204770726626e-06,1.3728667629937e-05,4.62282037559291
"GPS1",-1.00682291698842,6.13446078725777,-4.9765075389196,1.62760323798816e-06,1.39256215403531e-05,4.60765993941553
"MTFR1L",-1.05600003866453,7.59045643353668,-4.97183699412287,1.66203024014546e-06,1.41599451401479e-05,4.58760977678574
"CORO1A",-1.2321661973555,6.69281213049829,-4.94761851631684,1.85218359198059e-06,1.54741650016742e-05,4.48386430285785
"ZFPM2",-1.02187936612836,8.14163172068303,-4.92521461416661,2.0467595504264e-06,1.69493606365139e-05,4.38822433029562
"LOC100129973",-1.31578417412885,4.35506376966553,-4.92370267627157,2.06058134005424e-06,1.70507791054163e-05,4.3817815598983
"GOLT1A",-1.29080560957929,3.51759844349657,-4.92319782458011,2.06521669450479e-06,1.70790379794741e-05,4.37963057763472
"TMEM59L",-1.1213279907188,6.34988863054263,-4.90168722900897,2.2723873505839e-06,1.85552594558426e-05,4.28813360312809
"LOC100288310",-1.15710840936346,7.41163877866745,-4.88282301233005,2.47053173701167e-06,1.99848206070182e-05,4.20813752623317
"OCA2",-1.03051270135933,5.89822878299326,-4.85480707480488,2.79600583450184e-06,2.2367013796135e-05,4.0897554500966
"FLJ37786",-1.2565822412977,5.16694630405411,-4.83757004323195,3.01649460605305e-06,2.39450845652782e-05,4.01717210570725
"NUPL2",-1.00410975824101,6.1414939782364,-4.83485064759282,3.05278288093232e-06,2.41711200316598e-05,4.00573860868347
"FCRLB",-1.14866558396799,5.85726052759755,-4.82759165202456,3.15173044246094e-06,2.48365075442109e-05,3.97524222186225
"MRPL17",-1.00746816796389,7.31793491584417,-4.82392181324579,3.20292850985759e-06,2.51758318987172e-05,3.95983758268583
"SERPINI1",-1.01849163956835,11.2487598532907,-4.81302182148711,3.35978574814145e-06,2.62847400202323e-05,3.91413508633402
"SYT1",-1.09680672095399,11.8266322774463,-4.78657120938717,3.77195579672275e-06,2.90682216291926e-05,3.80355275276315
"KHDC1",-1.01021321447205,5.8246903291936,-4.75957114132997,4.24297541917903e-06,3.22504853290003e-05,3.69114579312358
"PDE6H",-1.11035020758598,3.95486598714134,-4.74190876286756,4.58135210129268e-06,3.45315627405127e-05,3.61787292571299
"RNF25",-1.01463758271301,4.77742640672596,-4.73630810230206,4.69399444402203e-06,3.52823497692805e-05,3.59468138516805
"GDA",-1.00969782998689,9.702050975643,-4.7277084862885,4.87218079599621e-06,3.6532920753912e-05,3.55911193052458
"NEU1",-1.03075393458858,6.02390166380757,-4.72669924350972,4.89351630231914e-06,3.66764056067462e-05,3.55494073895964
"SCN3B",-1.07359828481457,10.0625305782721,-4.71131447489554,5.23014877255548e-06,3.89741471678214e-05,3.49143912341836
"DUSP4",-1.12558074080057,5.54411592557681,-4.70895314103757,5.28375854091126e-06,3.93195158774685e-05,3.48170645461928
"PRC1",-1.00829481695214,6.766419484451,-4.7020330709851,5.44394167383339e-06,4.02432400675215e-05,3.4532054376851
"RFWD3",-1.08676780386883,4.33054757169736,-4.69798463107292,5.53981801214346e-06,4.09006643838297e-05,3.43654627173071
"DOCK3",-1.00469573004694,7.38151644238307,-4.68991768508281,5.73574860214187e-06,4.22044294867082e-05,3.40338361173139
"OSTF1",-1.03040135864805,6.2667002022045,-4.6865531415126,5.8194301104987e-06,4.27765645087744e-05,3.38956500386805
"PSMC3",-1.04977485118403,6.16910187814499,-4.68036066423096,5.97653933177246e-06,4.38272804705495e-05,3.36415142713113
"TRIM17",-1.01871523160657,4.35466871485167,-4.67646568623691,6.07744895115296e-06,4.44221422017029e-05,3.34817975569737
"LYPD6B",-1.05968599243651,4.45693317865212,-4.66167060521838,6.47596092062074e-06,4.70909784204305e-05,3.28760364507315
"TMEM200A",-1.11973522476203,7.30605834608398,-4.62107410290895,7.70334029328269e-06,5.49097544605124e-05,3.1221409203535
"ZMAT4",-1.22657812768492,7.15613780207645,-4.58661511376498,8.91866577683736e-06,6.24018440702465e-05,2.98256407151559
"NWD2",-1.06706490453835,6.66381142486335,-4.57678978660911,9.29778624607177e-06,6.46367772580045e-05,2.94291355154358
"IL13RA2",-1.26145019737682,4.98236898629607,-4.57321376914495,9.43958990800273e-06,6.55804682251521e-05,2.92849863575871
"AMZ2P1",-1.06451181316633,6.18029708109298,-4.56843439789951,9.63237023009515e-06,6.67057810465975e-05,2.90924656110746
"VSIG10L",-1.07485613473623,5.19001767886209,-4.52886805564953,1.13808192302585e-05,7.75005158588828e-05,2.75046421194212
"SUSD1",-1.11597497912918,5.83273546971607,-4.48543181690745,1.36518608476007e-05,9.15549850278086e-05,2.5773848193121
"PLA2G4A",-1.17289503544548,4.9176858718438,-4.47003453434891,1.45570775627476e-05,9.69054763668306e-05,2.51634311722335
"PYCRL",-1.18094280423747,4.53387287167212,-4.43320152319988,1.69629106818042e-05,0.000111110656628697,2.37098558194158
"PPARG",-1.12997192346979,3.72711143284586,-4.43153974395833,1.70800125424479e-05,0.000111776268240166,2.36444972365531
"POR",-1.08235027746136,6.08640184749871,-4.39043884200786,2.02364617736356e-05,0.000129040217817455,2.20340976836995
"RP11-521O16.2",-1.00225324540802,4.74794324542839,-4.37410526129964,2.16404995461312e-05,0.000136643435182349,2.13973979149899
"RTBDN",-1.0634114906083,5.01129858487175,-4.32870431876574,2.60519865006489e-05,0.000161095307730312,1.96374644527664
"TMEM151A",-1.05566320554595,5.38120498584786,-4.31767288095258,2.72476114516053e-05,0.000167722292775586,1.92120334312119
"ZNF165",-1.29226365523651,3.95169623840153,-4.29097061710412,3.03635859499281e-05,0.000184749495292412,1.8185818998044
"SLC30A3",-1.11240902095879,6.77580413109499,-4.27523928504648,3.23563796299231e-05,0.000194948537566401,1.75836064357033
"DYDC2",-1.08658827726491,4.14731609256115,-4.27432674118259,3.24757453540116e-05,0.000195459217799088,1.75487273032118
"SNCB",-1.0662010632474,6.82010183014656,-4.24626996079344,3.63587542139808e-05,0.000216078036472048,1.64792434402085
"PPFIA4",-1.01754376226305,8.31483886741557,-4.20751385126864,4.24604126242236e-05,0.000247838338376702,1.50111838002772
"TYRP1",-1.18381490077734,5.3214240163291,-4.13421053915945,5.67813586877621e-05,0.000320709525921619,1.22641046661836
"LOC100132891",-1.07355108026058,5.90135649268332,-4.11003438741226,6.2443186175355e-05,0.000348058480470351,1.13666445017386
"TRAPPC1",-1.00235617836993,5.35733877629791,-4.07453185430309,7.17442404445303e-05,0.000394320184473681,1.00564708899093
"TAC1",-1.22956931085535,8.09810272362482,-4.04690668373442,7.9881776836489e-05,0.000432608548679709,0.904340017342876
"UBE2M",-1.16128647238912,4.98689029888845,-3.98254491693574,0.000102392109342756,0.000538833809919167,0.670498610205561
"TRHDE",-1.00458027563709,7.90834447441368,-3.72449506016199,0.000269045811787456,0.00125025473267325,-0.235813936275436
"PVALB",-1.22145930479111,6.2115108158626,-3.57029486283053,0.000468412909125376,0.00204135269613806,-0.752982911660157
"RPS4Y1",-1.61594175465717,7.68785734618264,-3.5451869573183,0.000511828484411924,0.00220877756674775,-0.835429042911354
"RSPO2",-1.07404965764031,5.49058318741741,-3.50079271929296,0.000597994281456066,0.00252822455387175,-0.979985233373784
"FREM3",-1.03382128990686,4.69075092106539,-3.02267392624204,0.00290937104796918,0.0100852297172679,-2.43577894531546
